parent_label,label,video_path,include_50
Places,32. Market,Places/32. Market/MVI_3570.MOV,False
Pronouns,43. she,Pronouns/43. she/MVI_9934.MOV,False
People,71. Husband,People/71. Husband/MVI_5262.MOV,False
Means_of_Transportation,12. Truck,Means_of_Transportation/12. Truck/MVI_3150.MOV,False
Pronouns,41. you,Pronouns/41. you/MVI_9996.MOV,False
Jobs,90. Secretary,Jobs/90. Secretary/MVI_4484.MOV,False
Adjectives,96. wet,Adjectives/96. wet/MVI_9438.MOV,False
Adjectives,6. Ugly,Adjectives/6. Ugly/MVI_9846.MOV,False
Adjectives,92. old,Adjectives/92. old/MVI_9424.MOV,False
Adjectives,78. long,Adjectives/78. long/MVI_9298.MOV,False
Pronouns,47. they,Pronouns/47. they/MVI_9910.MOV,False
Places,19. House,Places/19. House/MVI_3593.MOV,False
Places,35. Bank,Places/35. Bank/MVI_3338.MOV,False
Adjectives,80. tall,Adjectives/80. tall/MVI_5196.MOV,False
Society,8. Race (ethnicity),Society/8. Race (ethnicity)/MVI_8949.MP4,False
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9909.MOV,False
Jobs,88. Patient,Jobs/88. Patient/MVI_8880.MP4,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0048.MOV,False
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0022.MOV,False
Adjectives,97. dry,Adjectives/97. dry/MVI_5169.MOV,False
Means_of_Transportation,15. Boat,Means_of_Transportation/15. Boat/MVI_3187.MOV,False
Days_and_Time,85. Night,Days_and_Time/85. Night/MVI_4663.MOV,False
Society,9. Technology,Society/9. Technology/MVI_4826.MOV,False
Jobs,90. Secretary,Jobs/90. Secretary/MVI_5339.MOV,False
Animals,6. Mouse,Animals/6. Mouse/MVI_4162.MOV,False
Days_and_Time,66. Sunday,Days_and_Time/66. Sunday/MVI_9141.MP4,False
Adjectives,94. good,Adjectives/94. good/MVI_9511.MOV,False
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3635.MOV,False
Society,14. Election,Society/14. Election/MVI_4306.MOV,False
Days_and_Time,76. Week,Days_and_Time/76. Week/MVI_5486.MOV,False
Home,25. Chair,Home/25. Chair/MVI_4873.MOV,False
Home,49. Ring,Home/49. Ring/MVI_4953.MOV,False
People,66. Brother,People/66. Brother/MVI_3778.MOV,False
People,68. Family,People/68. Family/MVI_3934.MOV,False
People,68. Family,People/68. Family/MVI_3787.MOV,False
Adjectives,78. long,Adjectives/78. long/MVI_9377.MOV,False
Places,29. Library,Places/29. Library/MVI_3476.MOV,False
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_4670.MOV,False
Places,30. Hospital,Places/30. Hospital/MVI_3560.MOV,False
Society,13. Attack,Society/13. Attack/MVI_4303.MOV,False
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0062.MOV,False
Colours,48. Green,Colours/48. Green/MVI_3723.MOV,False
Clothes,40. Skirt,Clothes/40. Skirt/MVI_5017.MOV,False
Electronics,58. Camera,Electronics/58. Camera/MVI_9113.MP4,False
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_9102.MP4,False
Clothes,45. Pocket,Clothes/45. Pocket/MVI_3862.MOV,False
People,60. Mother,People/60. Mother/MVI_5079.MOV,False
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9946.MOV,False
People,82. Player,People/82. Player/MVI_5305.MOV,False
Jobs,88. Patient,Jobs/88. Patient/MVI_4476.MOV,False
People,76. Neighbour,People/76. Neighbour/MVI_5279.MOV,False
Days_and_Time,73. Today,Days_and_Time/73. Today/MVI_9162.MP4,False
Animals,1. Dog,Animals/1. Dog/MVI_3086.MOV,False
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_5493.MOV,False
Animals,3. Fish,Animals/3. Fish/MVI_3093.MOV,False
Places,21. Train Station,Places/21. Train Station/MVI_3602.MOV,False
People,61. Father,People/61. Father/MVI_5229.MOV,False
Electronics,56. Laptop,Electronics/56. Laptop/MVI_4545.MOV,False
People,62. Parent,People/62. Parent/MVI_5231.MOV,False
Adjectives,97. dry,Adjectives/97. dry/MVI_9439.MOV,False
Society,14. Election,Society/14. Election/MVI_4840.MOV,False
Places,24. School,Places/24. School/MVI_3614.MOV,False
Adjectives,91. new,Adjectives/91. new/MVI_9501.MOV,False
Days_and_Time,71. Friday,Days_and_Time/71. Friday/MVI_5022.MOV,False
Animals,3. Fish,Animals/3. Fish/MVI_4153.MOV,False
Society,16. Gun,Society/16. Gun/MVI_4847.MOV,False
Electronics,53. Fan,Electronics/53. Fan/MVI_9098.MP4,False
People,66. Brother,People/66. Brother/MVI_5244.MOV,False
Places,21. Train Station,Places/21. Train Station/MVI_3445.MOV,False
Society,1. Religion,Society/1. Religion/MVI_8658.MP4,False
Home,46. Box,Home/46. Box/MVI_4946.MOV,False
Days_and_Time,82. Morning,Days_and_Time/82. Morning/MVI_4652.MOV,False
Days_and_Time,74. Tomorrow,Days_and_Time/74. Tomorrow/MVI_5474.MOV,False
Pronouns,42. he,Pronouns/42. he/MVI_9891.MOV,False
Days_and_Time,82. Morning,Days_and_Time/82. Morning/MVI_4654.MOV,False
Electronics,51. Clock,Electronics/51. Clock/MVI_9091.MP4,False
Colours,50. Yellow,Colours/50. Yellow/MVI_4906.MOV,False
Colours,50. Yellow,Colours/50. Yellow/MVI_3876.MOV,False
Jobs,96. Manager,Jobs/96. Manager/MVI_4508.MOV,False
Adjectives,26. hard,Adjectives/26. hard/MVI_9669.MOV,False
Adjectives,94. good,Adjectives/94. good/MVI_5238.MOV,False
Adjectives,97. dry,Adjectives/97. dry/MVI_5326.MOV,False
Colours,55. White,Colours/55. White/MVI_3743.MOV,False
Adjectives,5. Beautiful,Adjectives/5. Beautiful/MVI_9724.MOV,False
Adjectives,90. cool,Adjectives/90. cool/MVI_9256.MOV,False
Jobs,92. Police,Jobs/92. Police/MVI_4773.MOV,False
Adjectives,18. curved,Adjectives/18. curved/MVI_9635.MOV,False
Society,10. Energy,Society/10. Energy/MVI_4289.MOV,False
Days_and_Time,68. Tuesday,Days_and_Time/68. Tuesday/MVI_5013.MOV,False
Colours,53. Orange,Colours/53. Orange/MVI_3737.MOV,False
Pronouns,44. it,Pronouns/44. it/MVI_9970.MOV,False
People,58. Son,People/58. Son/MVI_4051.MOV,False
Colours,57. Colour,Colours/57. Colour/MVI_5070.MOV,False
Adjectives,23. high,Adjectives/23. high/MVI_9780.MOV,False
Places,18. City,Places/18. City/MVI_3347.MOV,False
Adjectives,82. narrow,Adjectives/82. narrow/MVI_9231.MOV,False
Adjectives,87. hot,Adjectives/87. hot/MVI_5296.MOV,False
Colours,47. Red,Colours/47. Red/MVI_4207.MOV,False
Home,48. Card,Home/48. Card/MVI_9084.MP4,False
Animals,7. Horse,Animals/7. Horse/MVI_4166.MOV,False
Colours,52. Pink,Colours/52. Pink/MVI_5200.MOV,False
People,70. Grandmother,People/70. Grandmother/MVI_5260.MOV,False
Animals,4. Bird,Animals/4. Bird/MVI_3070.MOV,False
Electronics,56. Laptop,Electronics/56. Laptop/MVI_4975.MOV,False
People,64. Man,People/64. Man/MVI_8629.MP4,False
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0061.MOV,False
Adjectives,95. bad,Adjectives/95. bad/MVI_9273.MOV,False
Adjectives,34. alive,Adjectives/34. alive/MVI_9703.MOV,False
Animals,8. Animal,Animals/8. Animal/MVI_3058.MOV,False
Greetings,56. Pleased,Greetings/56. Pleased/MVI_0063.MOV,False
Adjectives,29. clean,Adjectives/29. clean/MVI_9680.MOV,False
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3555.MOV,False
Home,34. Pen,Home/34. Pen/MVI_4908.MOV,False
Days_and_Time,Second (Number),Home/34. Pen/MVI_4908.MOV,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0098.MOV,False
Adjectives,3. happy,Adjectives/3. happy/MVI_9376.MOV,False
Adjectives,91. new,Adjectives/91. new/MVI_9342.MOV,False
Pronouns,44. it,Pronouns/44. it/MVI_0016.MOV,False
Pronouns,45. we,Pronouns/45. we/MVI_0017.MOV,False
People,65. Woman,People/65. Woman/MVI_5093.MOV,False
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_9175.MP4,False
Pronouns,45. we,Pronouns/45. we/MVI_9943.MOV,False
Adjectives,92. old,Adjectives/92. old/MVI_9264.MOV,False
Colours,51. Brown,Colours/51. Brown/MVI_5198.MOV,False
Jobs,92. Police,Jobs/92. Police/MVI_8892.MP4,False
Days_and_Time,85. Night,Days_and_Time/85. Night/MVI_5074.MOV,False
Adjectives,84. small little,Adjectives/84. small little/MVI_5127.MOV,False
Adjectives,18. curved,Adjectives/18. curved/MVI_9761.MOV,False
Places,20. Street or Road,Places/20. Street or Road/MVI_3518.MOV,False
Days_and_Time,77. Month,Days_and_Time/77. Month/MVI_4634.MOV,False
Adjectives,6. Ugly,Adjectives/6. Ugly/MVI_9577.MOV,False
Places,36. Location,Places/36. Location/MVI_3343.MOV,False
Adjectives,92. old,Adjectives/92. old/MVI_5311.MOV,False
Animals,8. Animal,Animals/8. Animal/MVI_3001.MOV,False
Clothes,43. Pant,Clothes/43. Pant/MVI_4886.MOV,False
Home,27. Dream,Home/27. Dream/MVI_9011.MP4,False
Adjectives,89. warm,Adjectives/89. warm/MVI_9416.MOV,False
Home,47. Gift,Home/47. Gift/MVI_4948.MOV,False
Adjectives,99. healthy,Adjectives/99. healthy/MVI_9530.MOV,False
Greetings,53. Good evening,Greetings/53. Good evening/MVI_0106.MOV,False
People,62. Parent,People/62. Parent/MVI_5232.MOV,False
Colours,49. Blue,Colours/49. Blue/MVI_3727.MOV,False
Adjectives,83. big large,Adjectives/83. big large/MVI_9233.MOV,False
Adjectives,93. young,Adjectives/93. young/MVI_5157.MOV,False
Society,15. Newspaper,Society/15. Newspaper/MVI_4844.MOV,False
Animals,7. Horse,Animals/7. Horse/MVI_3054.MOV,False
People,60. Mother,People/60. Mother/MVI_3762.MOV,False
Days_and_Time,68. Tuesday,Days_and_Time/68. Tuesday/MVI_5453.MOV,False
Clothes,46. Clothing,Clothes/46. Clothing/MVI_3865.MOV,False
Adjectives,5. Beautiful,Adjectives/5. Beautiful/MVI_9572.MOV,False
Greetings,53. Good evening,Greetings/53. Good evening/MVI_9942.MOV,False
Means_of_Transportation,15. Boat,Means_of_Transportation/15. Boat/MVI_3250.MOV,False
Home,47. Gift,Home/47. Gift/MVI_4441.MOV,False
Days_and_Time,83. Afternoon,Days_and_Time/83. Afternoon/MVI_4655.MOV,False
People,82. Player,People/82. Player/MVI_4247.MOV,False
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9977.MOV,False
People,78. Girl,People/78. Girl/MVI_5136.MOV,False
Greetings,49. How are you,Greetings/49. How are you/MVI_0036.MOV,False
Means_of_Transportation,9. Train,Means_of_Transportation/9. Train/MVI_3203.MOV,False
Clothes,45. Pocket,Clothes/45. Pocket/MVI_3715.MOV,False
Adjectives,31. strong,Adjectives/31. strong/MVI_9816.MOV,False
Pronouns,44. it,Pronouns/44. it/MVI_9969.MOV,False
Jobs,90. Secretary,Jobs/90. Secretary/MVI_5341.MOV,False
Places,30. Hospital,Places/30. Hospital/MVI_3315.MOV,False
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0082.MOV,False
Clothes,37. Hat,Clothes/37. Hat/MVI_3691.MOV,False
Electronics,55. Computer,Electronics/55. Computer/MVI_5398.MOV,False
Home,48. Card,Home/48. Card/MVI_8854.MP4,False
Places,30. Hospital,Places/30. Hospital/MVI_3482.MOV,False
Means_of_Transportation,17. Transportation,Means_of_Transportation/17. Transportation/MVI_3228.MOV,False
Days_and_Time,84. Evening,Days_and_Time/84. Evening/MVI_9195.MP4,False
Adjectives,91. new,Adjectives/91. new/MVI_5308.MOV,False
Home,45. Bag,Home/45. Bag/MVI_9075.MP4,False
Clothes,41. Shirt,Clothes/41. Shirt/MVI_5020.MOV,False
Jobs,95. Author,Jobs/95. Author/MVI_4783.MOV,False
Means_of_Transportation,12. Truck,Means_of_Transportation/12. Truck/MVI_4180.MOV,False
Society,12. Peace,Society/12. Peace/MVI_8962.MP4,False
Society,16. Gun,Society/16. Gun/MVI_8719.MP4,False
Society,6. Marriage,Society/6. Marriage/MVI_8677.MP4,False
Greetings,49. How are you,Greetings/49. How are you/MVI_0094.MOV,False
Society,18. Exercise,Society/18. Exercise/MVI_8729.MP4,False
Adjectives,1. loud,Adjectives/1. loud/MVI_9449.MOV,False
People,83. Crowd,People/83. Crowd/MVI_3982.MOV,False
Places,30. Hospital,Places/30. Hospital/MVI_3562.MOV,False
Colours,54. Black,Colours/54. Black/MVI_4920.MOV,False
Society,13. Attack,Society/13. Attack/MVI_8965.MP4,False
Electronics,60. Radio,Electronics/60. Radio/MVI_5419.MOV,False
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_4591.MOV,False
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_9178.MP4,False
Society,11. War,Society/11. War/MVI_8958.MP4,False
Jobs,84. Teacher,Jobs/84. Teacher/MVI_5311.MOV,False
Home,44. Telephone,Home/44. Telephone/MVI_4429.MOV,False
Adjectives,94. good,Adjectives/94. good/MVI_5318.MOV,False
Clothes,40. Skirt,Clothes/40. Skirt/MVI_3996.MOV,False
Society,1. Religion,Society/1. Religion/MVI_8657.MP4,False
Places,22. Restaurant,Places/22. Restaurant/MVI_3606.MOV,False
Adjectives,87. hot,Adjectives/87. hot/MVI_9410.MOV,False
Home,31. Kitchen,Home/31. Kitchen/MVI_4898.MOV,False
Colours,50. Yellow,Colours/50. Yellow/MVI_3728.MOV,False
Jobs,86. Lawyer,Jobs/86. Lawyer/MVI_5318.MOV,False
People,71. Husband,People/71. Husband/MVI_4961.MOV,False
Home,39. Key,Home/39. Key/MVI_4924.MOV,False
Adjectives,20. female,Adjectives/20. female/MVI_9769.MOV,False
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3309.MOV,False
Places,18. City,Places/18. City/MVI_3346.MOV,False
Places,31. Temple,Places/31. Temple/MVI_3402.MOV,False
Society,20. Price,Society/20. Price/MVI_4858.MOV,False
Adjectives,35. heavy,Adjectives/35. heavy/MVI_9832.MOV,False
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_4669.MOV,False
Clothes,46. Clothing,Clothes/46. Clothing/MVI_4014.MOV,False
Jobs,96. Manager,Jobs/96. Manager/MVI_8914.MP4,False
Jobs,85. Student,Jobs/85. Student/MVI_4462.MOV,False
Pronouns,45. we,Pronouns/45. we/MVI_9972.MOV,False
Places,23. Court,Pronouns/45. we/MVI_9972.MOV,False
Means_of_Transportation,15. Boat,Means_of_Transportation/15. Boat/MVI_4188.MOV,False
Home,47. Gift,Home/47. Gift/MVI_9081.MP4,False
Society,6. Marriage,Society/6. Marriage/MVI_4274.MOV,False
Society,8. Race (ethnicity),Society/8. Race (ethnicity)/MVI_4279.MOV,False
Clothes,37. Hat,Clothes/37. Hat/MVI_5006.MOV,False
Adjectives,80. tall,Adjectives/80. tall/MVI_9224.MOV,False
Adjectives,33. dead,Adjectives/33. dead/MVI_9824.MOV,False
Adjectives,80. tall,Adjectives/80. tall/MVI_5115.MOV,False
Adjectives,13. thick,Adjectives/13. thick/MVI_9605.MOV,False
Jobs,95. Author,Jobs/95. Author/MVI_5360.MOV,False
Means_of_Transportation,10. Plane,Means_of_Transportation/10. Plane/MVI_3171.MOV,False
Home,28. Window,Home/28. Window/MVI_9013.MP4,False
Adjectives,88. cold,Adjectives/88. cold/MVI_9251.MOV,False
Electronics,60. Radio,Electronics/60. Radio/MVI_5418.MOV,False
Home,39. Key,Home/39. Key/MVI_8814.MP4,False
Adjectives,90. cool,Adjectives/90. cool/MVI_9497.MOV,False
Animals,8. Animal,Animals/8. Animal/MVI_3057.MOV,False
Animals,8. Animal,Animals/8. Animal/MVI_3109.MOV,False
Jobs,89. Waiter,Jobs/89. Waiter/MVI_4478.MOV,False
Days_and_Time,72. Saturday,Days_and_Time/72. Saturday/MVI_5028.MOV,False
Animals,4. Bird,Animals/4. Bird/MVI_3037.MOV,False
Home,28. Window,Home/28. Window/MVI_9014.MP4,False
Places,29. Library,Places/29. Library/MVI_3391.MOV,False
Places,25. Office,Places/25. Office/MVI_3675.MOV,False
Home,47. Gift,Home/47. Gift/MVI_9079.MP4,False
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3858.MOV,False
Adjectives,90. cool,Adjectives/90. cool/MVI_5225.MOV,False
Days_and_Time,68. Tuesday,Days_and_Time/68. Tuesday/MVI_5451.MOV,False
Jobs,89. Waiter,Jobs/89. Waiter/MVI_4480.MOV,False
Adjectives,5. Beautiful,Adjectives/5. Beautiful/MVI_9569.MOV,False
People,60. Mother,People/60. Mother/MVI_5224.MOV,False
Home,28. Window,Home/28. Window/MVI_8766.MP4,False
Home,32. Bathroom,Home/32. Bathroom/MVI_4379.MOV,False
Colours,56. Grey,Colours/56. Grey/MVI_5065.MOV,False
Adjectives,87. hot,Adjectives/87. hot/MVI_9249.MOV,False
Adjectives,99. healthy,Adjectives/99. healthy/MVI_9445.MOV,False
Society,11. War,Society/11. War/MVI_4293.MOV,False
Home,32. Bathroom,Home/32. Bathroom/MVI_8784.MP4,False
Adjectives,97. dry,Adjectives/97. dry/MVI_5249.MOV,False
Adjectives,95. bad,Adjectives/95. bad/MVI_5319.MOV,False
Greetings,50. Alright,Greetings/50. Alright/MVI_9963.MOV,False
Society,9. Technology,Society/9. Technology/MVI_8691.MP4,False
Animals,8. Animal,Animals/8. Animal/MVI_3084.MOV,False
Home,41. Letter,Home/41. Letter/MVI_8822.MP4,False
People,64. Man,People/64. Man/MVI_4071.MOV,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9993.MOV,False
Adjectives,33. dead,Adjectives/33. dead/MVI_9825.MOV,False
Animals,5. Cow,Animals/5. Cow/MVI_3075.MOV,False
Home,30. Bedroom,Home/30. Bedroom/MVI_9020.MP4,False
Jobs,88. Patient,Jobs/88. Patient/MVI_4759.MOV,False
Jobs,96. Manager,Jobs/96. Manager/MVI_8916.MP4,False
People,66. Brother,People/66. Brother/MVI_4956.MOV,False
Clothes,46. Clothing,Clothes/46. Clothing/MVI_3863.MOV,False
Animals,8. Animal,Animals/8. Animal/MVI_3026.MOV,False
Days_and_Time,71. Friday,Days_and_Time/71. Friday/MVI_5463.MOV,False
Jobs,93. Soldier,Jobs/93. Soldier/MVI_8894.MP4,False
Home,41. Letter,Home/41. Letter/MVI_9054.MP4,False
Society,6. Marriage,Society/6. Marriage/MVI_8679.MP4,False
Days_and_Time,77. Month,Days_and_Time/77. Month/MVI_9172.MP4,False
Means_of_Transportation,14. Bus,Means_of_Transportation/14. Bus/MVI_3184.MOV,False
Home,35. Photograph,Home/35. Photograph/MVI_4392.MOV,False
People,67. Sister,People/67. Sister/MVI_5248.MOV,False
Days_and_Time,77. Month,Days_and_Time/77. Month/MVI_4633.MOV,False
Jobs,88. Patient,Jobs/88. Patient/MVI_4477.MOV,False
Adjectives,3. happy,Adjectives/3. happy/MVI_9295.MOV,False
Adjectives,96. wet,Adjectives/96. wet/MVI_5322.MOV,False
Places,26. University,Places/26. University/MVI_3466.MOV,False
Society,4. Money,Society/4. Money/MVI_8671.MP4,False
Days_and_Time,79. Hour,Days_and_Time/79. Hour/MVI_9181.MP4,False
Home,38. Page,Home/38. Page/MVI_9046.MP4,False
Adjectives,4. sad,Adjectives/4. sad/MVI_9722.MOV,False
Adjectives,84. small little,Adjectives/84. small little/MVI_9397.MOV,False
People,61. Father,People/61. Father/MVI_5080.MOV,False
Clothes,45. Pocket,Clothes/45. Pocket/MVI_4013.MOV,False
Places,24. School,Places/24. School/MVI_3616.MOV,False
Adjectives,87. hot,Adjectives/87. hot/MVI_9488.MOV,False
Pronouns,44. it,Pronouns/44. it/MVI_9936.MOV,False
Means_of_Transportation,15. Boat,Means_of_Transportation/15. Boat/MVI_3221.MOV,False
Adjectives,81. wide,Adjectives/81. wide/MVI_9467.MOV,False
People,78. Girl,People/78. Girl/MVI_5137.MOV,False
Society,4. Money,Society/4. Money/MVI_4263.MOV,False
Adjectives,86. fast,Adjectives/86. fast/MVI_9485.MOV,False
Home,36. Soap,Home/36. Soap/MVI_8803.MP4,False
Animals,5. Cow,Animals/5. Cow/MVI_4158.MOV,False
Places,22. Restaurant,Places/22. Restaurant/MVI_3450.MOV,False
Days_and_Time,79. Hour,Days_and_Time/79. Hour/MVI_5052.MOV,False
Days_and_Time,69. Wednesday,Days_and_Time/69. Wednesday/MVI_4599.MOV,False
Days_and_Time,82. Morning,Days_and_Time/82. Morning/MVI_5061.MOV,False
People,60. Mother,People/60. Mother/MVI_3760.MOV,False
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3705.MOV,False
Home,26. Bed,Home/26. Bed/MVI_4876.MOV,False
Colours,47. Red,Colours/47. Red/MVI_5185.MOV,False
Colours,51. Brown,Colours/51. Brown/MVI_3878.MOV,False
Places,33. India,Places/33. India/MVI_3330.MOV,False
Society,1. Religion,Society/1. Religion/MVI_4254.MOV,False
People,82. Player,People/82. Player/MVI_4125.MOV,False
Means_of_Transportation,10. Plane,Means_of_Transportation/10. Plane/MVI_3235.MOV,False
Electronics,57. Screen,Electronics/57. Screen/MVI_4550.MOV,False
Colours,56. Grey,Colours/56. Grey/MVI_4217.MOV,False
Colours,52. Pink,Colours/52. Pink/MVI_3735.MOV,False
Home,45. Bag,Home/45. Bag/MVI_9074.MP4,False
Places,29. Library,Places/29. Library/MVI_3312.MOV,False
Home,48. Card,Home/48. Card/MVI_4951.MOV,False
Adjectives,95. bad,Adjectives/95. bad/MVI_9435.MOV,False
Electronics,56. Laptop,Electronics/56. Laptop/MVI_5401.MOV,False
People,77. Boy,People/77. Boy/MVI_4111.MOV,False
Colours,54. Black,Colours/54. Black/MVI_5060.MOV,False
Pronouns,41. you,Pronouns/41. you/MVI_9961.MOV,False
People,68. Family,People/68. Family/MVI_3933.MOV,False
Animals,2. Cat,Animals/2. Cat/MVI_8562.MP4,False
Home,27. Dream,Home/27. Dream/MVI_8765.MP4,False
Days_and_Time,68. Tuesday,Days_and_Time/68. Tuesday/MVI_5012.MOV,False
Greetings,54. Good night,Greetings/54. Good night/MVI_005_6.MOV,False
Adjectives,98. sick,Adjectives/98. sick/MVI_9363.MOV,False
Adjectives,87. hot,Adjectives/87. hot/MVI_9489.MOV,False
Pronouns,42. he,Pronouns/42. he/MVI_0006.MOV,False
People,77. Boy,People/77. Boy/MVI_4109.MOV,False
Jobs,85. Student,Jobs/85. Student/MVI_4747.MOV,False
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4537.MOV,False
Adjectives,7. Deaf,Adjectives/7. Deaf/MVI_9851.MOV,False
Home,32. Bathroom,Home/32. Bathroom/MVI_4900.MOV,False
Greetings,50. Alright,Greetings/50. Alright/MVI_0043.MOV,False
Adjectives,3. happy,Adjectives/3. happy/MVI_9541.MOV,False
Adjectives,97. dry,Adjectives/97. dry/MVI_9359.MOV,False
Greetings,54. Good night,Greetings/54. Good night/MVI_0002.MOV,False
Adjectives,78. long,Adjectives/78. long/MVI_9379.MOV,False
People,76. Neighbour,People/76. Neighbour/MVI_5129.MOV,False
Electronics,58. Camera,Electronics/58. Camera/MVI_4554.MOV,False
Clothes,40. Skirt,Clothes/40. Skirt/MVI_5015.MOV,False
People,80. Adult,People/80. Adult/MVI_4996.MOV,False
Pronouns,40. I,Pronouns/40. I/MVI_9958.MOV,False
Adjectives,87. hot,Adjectives/87. hot/MVI_5138.MOV,False
Society,20. Price,Society/20. Price/MVI_8737.MP4,False
Adjectives,33. dead,Adjectives/33. dead/MVI_9699.MOV,False
Means_of_Transportation,10. Plane,Means_of_Transportation/10. Plane/MVI_4173.MOV,False
Greetings,56. Pleased,Greetings/56. Pleased/MVI_0067.MOV,False
Home,46. Box,Home/46. Box/MVI_8842.MP4,False
Adjectives,80. tall,Adjectives/80. tall/MVI_9309.MOV,False
Electronics,52. Lamp,Electronics/52. Lamp/MVI_4961.MOV,False
Home,37. Book,Home/37. Book/MVI_9041.MP4,False
Days_and_Time,72. Saturday,Days_and_Time/72. Saturday/MVI_4614.MOV,False
People,64. Man,People/64. Man/MVI_4950.MOV,False
Society,2. Death,Society/2. Death/MVI_4258.MOV,False
Places,34. Ground,Society/2. Death/MVI_4258.MOV,False
People,81. Friend,People/81. Friend/MVI_3826.MOV,False
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4460.MOV,False
Means_of_Transportation,14. Bus,Means_of_Transportation/14. Bus/MVI_8589.MP4,False
Electronics,55. Computer,Electronics/55. Computer/MVI_5396.MOV,False
People,61. Father,People/61. Father/MVI_5227.MOV,False
Places,23. Court,Places/23. Court/MVI_3454.MOV,False
Adjectives,87. hot,Adjectives/87. hot/MVI_5297.MOV,False
Places,21. Train Station,Places/21. Train Station/MVI_3444.MOV,False
Adjectives,28. shallow,Adjectives/28. shallow/MVI_9802.MOV,False
Greetings,52. Good afternoon,Greetings/52. Good afternoon/MVI_9974.MOV,False
Jobs,97. Reporter,Jobs/97. Reporter/MVI_4788.MOV,False
People,66. Brother,People/66. Brother/MVI_4955.MOV,False
Animals,8. Animal,Animals/8. Animal/MVI_3082.MOV,False
Jobs,91. Priest,Jobs/91. Priest/MVI_4771.MOV,False
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_5171.MOV,False
Pronouns,44. it,Pronouns/44. it/MVI_9900.MOV,False
Home,43. Lock,Home/43. Lock/MVI_8833.MP4,False
Seasons,62. Spring,Seasons/62. Spring/MVI_4569.MOV,False
Electronics,55. Computer,Electronics/55. Computer/MVI_4970.MOV,False
Greetings,50. Alright,Greetings/50. Alright/MVI_9925.MOV,False
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3712.MOV,False
Places,34. Ground,Places/34. Ground/MVI_3334.MOV,False
Adjectives,10. Mean,Adjectives/10. Mean/MVI_9729.MOV,False
Home,49. Ring,Home/49. Ring/MVI_4450.MOV,False
Animals,4. Bird,Animals/4. Bird/MVI_3072.MOV,False
Home,30. Bedroom,Home/30. Bedroom/MVI_4373.MOV,False
People,62. Parent,People/62. Parent/MVI_3767.MOV,False
Adjectives,36. light,Adjectives/36. light/MVI_9712.MOV,False
Adjectives,7. Deaf,Adjectives/7. Deaf/MVI_9580.MOV,False
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0030.MOV,False
Days_and_Time,71. Friday,Days_and_Time/71. Friday/MVI_4607.MOV,False
Means_of_Transportation,13. Bicycle,Means_of_Transportation/13. Bicycle/MVI_3216.MOV,False
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_4593.MOV,False
Means_of_Transportation,17. Transportation,Means_of_Transportation/17. Transportation/MVI_3200.MOV,False
Home,28. Window,Home/28. Window/MVI_8767.MP4,False
Places,22. Restaurant,Places/22. Restaurant/MVI_3449.MOV,False
Animals,3. Fish,Animals/3. Fish/MVI_3010.MOV,False
Adjectives,84. small little,Adjectives/84. small little/MVI_9479.MOV,False
Home,47. Gift,Home/47. Gift/MVI_8849.MP4,False
People,64. Man,People/64. Man/MVI_5237.MOV,False
People,73. King,People/73. King/MVI_5268.MOV,False
Adjectives,96. wet,Adjectives/96. wet/MVI_5164.MOV,False
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_5492.MOV,False
Clothes,43. Pant,Clothes/43. Pant/MVI_4884.MOV,False
Pronouns,40. I,Pronouns/40. I/MVI_9957.MOV,False
Colours,53. Orange,Colours/53. Orange/MVI_3884.MOV,False
Colours,52. Pink,Colours/52. Pink/MVI_3734.MOV,False
Adjectives,39. famous,Adjectives/39. famous/MVI_9839.MOV,False
